Word,Count,Percentage of total,Cumulative percentage of total
σίναπι,5,0.0,94.7
ὁρμάω,5,0.0,94.71
σωφρονέω,5,0.0,94.71
δαπανάω,5,0.0,94.71
ἄρρωστος,5,0.0,94.72
χαλκός,5,0.0,94.72
ἡδύς,5,0.0,94.73
ἥμισυς,5,0.0,94.73
ἐξαυτῆς,5,0.0,94.73
πίναξ,5,0.0,94.74
πωρόω,5,0.0,94.74
κράσπεδον,5,0.0,94.75
χεῖλος,5,0.0,94.75
ἀσύνετος,5,0.0,94.75
ἀσέλγεια,5,0.0,94.76
στενάζω,5,0.0,94.76
ἐκλύω,5,0.0,94.76
περίσσευμα,5,0.0,94.77
σπυρίς,5,0.0,94.77
τετρακισχίλιοι,5,0.0,94.78
ἐπισκιάζω,5,0.0,94.78
περίκειμαι,5,0.0,94.78
μύλος,5,0.0,94.79
θῆλυς,5,0.0,94.79
ψευδομαρτυρέω,5,0.0,94.79
ἀποστερέω,5,0.0,94.8
καταράομαι,5,0.0,94.8
ἐπιγραφή,5,0.0,94.81
πρωτοκλισία,5,0.0,94.81
γαζοφυλάκιον,5,0.0,94.81
ποδαπός,5,0.0,94.82
θηλάζω,5,0.0,94.82
σκοτίζω,5,0.0,94.82
ἐξαίφνης,5,0.0,94.83
εὖ,5,0.0,94.83
γένημα,5,0.0,94.84
δίς,5,0.0,94.84
παίω,5,0.0,94.84
ὠτίον,5,0.0,94.85
διαρρήγνυμι,5,0.0,94.85
κολαφίζω,5,0.0,94.85
ἐκδύω,5,0.0,94.86
ἐπιγράφω,5,0.0,94.86
συσταυρόομαι,5,0.0,94.87
πάλαι,5,0.0,94.87
τρόμος,5,0.0,94.87
συνεργέω,5,0.0,94.88
πυρόω,5,0.0,94.88
σιδήρεος,5,0.0,94.88
ἐξαλείφω,5,0.0,94.89
αἰσχύνη,5,0.0,94.89
ἀετός,5,0.0,94.9
πέτομαι,5,0.0,94.9
πτέρυξ,5,0.0,94.9
ἀνάπαυσις,5,0.0,94.91
ἀείδω,5,0.0,94.91
σείω,5,0.0,94.92
ἑκατὸν,5,0.0,94.92
σκηνόω,5,0.0,94.92
ὁδηγέω,5,0.0,94.93
σκορπίος,5,0.0,94.93
θώραξ,5,0.0,94.93
οὐρά,5,0.0,94.94
πατέω,5,0.0,94.94
ὑετός,5,0.0,94.95
ἔμφοβος,5,0.0,94.95
κιβωτός,5,0.0,94.95
σύρω,5,0.0,94.96
ἄμμος,5,0.0,94.96
ληνός,5,0.0,94.96
στῆθος,5,0.0,94.97
ἐρημόω,5,0.0,94.97
ἔμπορος,5,0.0,94.98
πένθος,5,0.0,94.98
βύσσινος,5,0.0,94.98
δυσμή,5,0.0,94.99
ἀνέγκλητος,5,0.0,94.99
κενόω,5,0.0,94.99
μωρία,5,0.0,95.0
ψυχικός,5,0.0,95.0
γάλα,5,0.0,95.01
ὁποῖος,5,0.0,95.01
πανουργία,5,0.0,95.01
μετασχηματίζω,5,0.0,95.02
φύραμα,5,0.0,95.02
ἅρπαξ,5,0.0,95.02
συνεσθίω,5,0.0,95.03
δή,5,0.0,95.03
ποίμνη,5,0.0,95.04
ἐκπειράζω,5,0.0,95.04
μεθίστημι,5,0.0,95.04
ψάλλω,5,0.0,95.05
ἰδιώτης,5,0.0,95.05
εἰσακούω,5,0.0,95.05
μαίνομαι,5,0.0,95.06
ἀκαταστασία,5,0.0,95.06
ἐφάπαξ,5,0.0,95.07
φθορά,5,0.0,95.07
ὑπόστασις,5,0.0,95.07
λειτουργός,5,0.0,95.08
χρίω,5,0.0,95.08
δουλεία,5,0.0,95.09
ἀεί,5,0.0,95.09
ὑπόδειγμα,5,0.0,95.09
Ἀαρών,5,0.0,95.1
αἴτιος,5,0.0,95.1
στοιχεῖον,5,0.0,95.1
κατάρα,5,0.0,95.11
ἐπιτυγχάνω,5,0.0,95.11
μετατίθημι,5,0.0,95.12
ἐντυγχάνω,5,0.0,95.12
λατρεία,5,0.0,95.12
οἰκτιρμός,5,0.0,95.13
καταπατέω,5,0.0,95.13
χρονίζω,5,0.0,95.13
περιποίησις,5,0.0,95.14
Φαραώ,5,0.0,95.14
ἀόρατος,5,0.0,95.15
Αἰγύπτιος,5,0.0,95.15
παραλύω,5,0.0,95.15
ἐκτρέπω,5,0.0,95.16
βέβηλος,5,0.0,95.16
πλεονεκτέω,5,0.0,95.16
ἄνεσις,5,0.0,95.17
χρῄζω,5,0.0,95.17
ὑπερβάλλω,5,0.0,95.18
εἶδος,5,0.0,95.18
δεκτός,5,0.0,95.18
εὐπρόσδεκτος,5,0.0,95.19
νηστεία,5,0.0,95.19
μερίς,5,0.0,95.19
γνήσιος,5,0.0,95.2
προθυμία,5,0.0,95.2
Μακεδών,5,0.0,95.21
σκορπίζω,5,0.0,95.21
δεκατέσσαρες,5,0.0,95.21
γένεσις,5,0.0,95.22
βασιλικός,5,0.0,95.22
παραβάτης,5,0.0,95.22
ἐπιεικής,5,0.0,95.23
ἀφανίζω,5,0.0,95.23
καταδικάζω,5,0.0,95.24
ἐπίσκοπος,5,0.0,95.24
ὑπερέχω,5,0.0,95.24
ἐπέχω,5,0.0,95.25
ἔντιμος,5,0.0,95.25
στοιχέω,5,0.0,95.26
Θεσσαλονίκη,5,0.0,95.26
ἀναπέμπω,5,0.0,95.26
Ἀρίσταρχος,5,0.0,95.27
πώποτε,5,0.0,95.27
Νικόδημος,5,0.0,95.27
ὀψάριον,5,0.0,95.28
ἐμπίμπλημι,5,0.0,95.28
οὐδέπω,5,0.0,95.29
ψεύστης,5,0.0,95.29
ἐκμάσσω,5,0.0,95.29
ὄνος,5,0.0,95.3
κῆπος,5,0.0,95.3
ἱματισμός,5,0.0,95.3
πλευρά,5,0.0,95.31
υἱοθεσία,5,0.0,95.31
δόγμα,5,0.0,95.32
μαρτύρομαι,5,0.0,95.32
μεταδίδωμι,5,0.0,95.32
Τυχικός,5,0.0,95.33
παγίς,5,0.0,95.33
ἡμέτερος,5,0.0,95.33
παραγγελία,5,0.0,95.34
ὑβρίζω,5,0.0,95.34
ἡσυχάζω,5,0.0,95.35
ὁδηγός,5,0.0,95.35
ἀπέναντι,5,0.0,95.35
μόλις,5,0.0,95.36
φόρος,5,0.0,95.36
Ἰεσσαί,5,0.0,95.36
διαπορεύω,5,0.0,95.37
Ἰάσων,5,0.0,95.37
Κρήτη,5,0.0,95.38
καθεξῆς,5,0.0,95.38
σπεύδω,5,0.0,95.38
ἔχιδνα,5,0.0,95.39
ἑξῆς,5,0.0,95.39
κατακλίνω,5,0.0,95.39
κονιορτός,5,0.0,95.4
ἑβδομήκοντα,5,0.0,95.4
φωτεινός,5,0.0,95.41
ὀλιγόπιστος,5,0.0,95.41
συγχέω,5,0.0,95.41
Παμφυλία,5,0.0,95.42
κακόω,5,0.0,95.42
Κύπρος,5,0.0,95.43
ἀνθύπατος,5,0.0,95.43
ζήτημα,5,0.0,95.43
Ἄρτεμις,5,0.0,95.44
Ἐφέσιος,5,0.0,95.44
ἀκρίς,4,0.0,95.44
μέλι,4,0.0,95.45
ἱμάς,4,0.0,95.45
γονυπετέω,4,0.0,95.45
λέπρα,4,0.0,95.46
νυμφών,4,0.0,95.46
ἐπίβλημα,4,0.0,95.46
Βαρθολομαῖος,4,0.0,95.46
ἁμάρτημα,4,0.0,95.47
πετρώδης,4,0.0,95.47
καυματίζω,4,0.0,95.47
πρόσκαιρος,4,0.0,95.48
βλαστάνω,4,0.0,95.48
λάχανον,4,0.0,95.48
κατασκηνόω,4,0.0,95.49
διεγείρω,4,0.0,95.49
δαμάζω,4,0.0,95.49
λεγιών,4,0.0,95.49
σκύλλω,4,0.0,95.5
θορυβέω,4,0.0,95.5
ἄτιμος,4,0.0,95.5
ἐκτινάσσω,4,0.0,95.51
ἀποκεφαλίζω,4,0.0,95.51
εὔκαιρος,4,0.0,95.51
ὀρχέομαι,4,0.0,95.52
περίλυπος,4,0.0,95.52
χλωρός,4,0.0,95.52
ἐλαύνω,4,0.0,95.52
πυκνός,4,0.0,95.53
πρόσω,4,0.0,95.53
κακολογέω,4,0.0,95.53
ἀφροσύνη,4,0.0,95.54
κυνάριον,4,0.0,95.54
ἐρημία,4,0.0,95.54
μεταμορφόω,4,0.0,95.55
ἐκθαμβέω,4,0.0,95.55
κυλλός,4,0.0,95.55
εἰρηνεύω,4,0.0,95.56
συμπορεύομαι,4,0.0,95.56
εἴωθα,4,0.0,95.56
μοιχάω,4,0.0,95.56
νεότης,4,0.0,95.57
κτῆμα,4,0.0,95.57
δύσκολος,4,0.0,95.57
ἀριστερός,4,0.0,95.58
ὀψέ,4,0.0,95.58
σῦκον,4,0.0,95.58
φραγμός,4,0.0,95.59
πύργος,4,0.0,95.59
ἐκδίδωμι,4,0.0,95.59
κῆνσος,4,0.0,95.59
πρωτοκαθεδρία,4,0.0,95.6
ὠδίς,4,0.0,95.6
κολοβόω,4,0.0,95.6
θυρωρός,4,0.0,95.61
μεσονύκτιος,4,0.0,95.61
ἀλάβαστρος,4,0.0,95.61
ὑμνέω,4,0.0,95.62
ἀναθεματίζω,4,0.0,95.62
πορφύρα,4,0.0,95.62
κρανίον,4,0.0,95.62
ἑλωΐ,4,0.0,95.63
Ἁριμαθαία,4,0.0,95.63
ἄρωμα,4,0.0,95.63
παρακολουθέω,4,0.0,95.64
ἐπακολουθέω,4,0.0,95.64
συγκοινωνός,4,0.0,95.64
Θυάτειρα,4,0.0,95.65
κάμινος,4,0.0,95.65
μάννα,4,0.0,95.65
στῦλος,4,0.0,95.65
ψυχρός,4,0.0,95.66
ὄφελον,4,0.0,95.66
συμβουλεύω,4,0.0,95.66
δειπνέω,4,0.0,95.67
ὅρασις,4,0.0,95.67
ἴασπις,4,0.0,95.67
κιθάρα,4,0.0,95.68
κτίσμα,4,0.0,95.68
ζυγόν,4,0.0,95.68
πέμπτος,4,0.0,95.69
σάκκος,4,0.0,95.69
Βενιαμίν,4,0.0,95.69
χάλαζα,4,0.0,95.69
μείγνυμι,4,0.0,95.7
πικραίνω,4,0.0,95.7
ἅρμα,4,0.0,95.7
κέντρον,4,0.0,95.71
βιβλαρίδιον,4,0.0,95.71
γλυκύς,4,0.0,95.71
πόνος,4,0.0,95.72
τηλικοῦτος,4,0.0,95.72
πορφύρεος,4,0.0,95.72
ὄγδοος,4,0.0,95.72
διπλόος,4,0.0,95.73
βασίλισσα,4,0.0,95.73
ἄργυρος,4,0.0,95.73
κτῆνος,4,0.0,95.74
τεχνίτης,4,0.0,95.74
ἁλληλουϊά,4,0.0,95.74
πλάτος,4,0.0,95.75
πῆχυς,4,0.0,95.75
κύων,4,0.0,95.75
Γάϊος,4,0.0,95.75
συνετός,4,0.0,95.76
μωραίνω,4,0.0,95.76
ἀποκρύπτω,4,0.0,95.76
ἐραυνάω,4,0.0,95.77
σάρκινος,4,0.0,95.77
ἀποδείκνυμι,4,0.0,95.77
ἔνδοξος,4,0.0,95.78
λοιδορέω,4,0.0,95.78
ὄλεθρος,4,0.0,95.78
ζυμόω,4,0.0,95.78
πλεονέκτης,4,0.0,95.79
μαλακός,4,0.0,95.79
ἐξουσιάζω,4,0.0,95.79
ἄγαμος,4,0.0,95.8
ἀποστολή,4,0.0,95.8
ὀψώνιον,4,0.0,95.8
στέγω,4,0.0,95.81
παραζηλόω,4,0.0,95.81
μηνύω,4,0.0,95.81
κείρω,4,0.0,95.82
αἰσχρός,4,0.0,95.82
ἀνάμνησις,4,0.0,95.82
παρασκευάζω,4,0.0,95.82
κινδυνεύω,4,0.0,95.83
χοϊκός,4,0.0,95.83
νῖκος,4,0.0,95.83
Γαλατία,4,0.0,95.84
παραμένω,4,0.0,95.84
παραχειμάζω,4,0.0,95.84
κραταιόω,4,0.0,95.85
διάφορος,4,0.0,95.85
ἀγαλλίασις,4,0.0,95.85
θεμελιόω,4,0.0,95.85
διαμένω,4,0.0,95.86
παλαιόω,4,0.0,95.86
ἐκλείπω,4,0.0,95.86
ἀμελέω,4,0.0,95.87
που,4,0.0,95.87
ἀνυπότακτος,4,0.0,95.87
ἀρχηγός,4,0.0,95.88
καταπαύω,4,0.0,95.88
ἐνθύμησις,4,0.0,95.88
καίπερ,4,0.0,95.88
ἐπίθεσις,4,0.0,95.89
πληροφορία,4,0.0,95.89
πέρας,4,0.0,95.89
πρόκειμαι,4,0.0,95.9
ἄγκυρα,4,0.0,95.9
ἑρμηνεύω,4,0.0,95.9
διηνεκής,4,0.0,95.91
πατριάρχης,4,0.0,95.91
ἀποδεκατόω,4,0.0,95.91
ὁρκωμοσία,4,0.0,95.91
ἐμμένω,4,0.0,95.92
πολίτης,4,0.0,95.92
τράγος,4,0.0,95.92
ταῦρος,4,0.0,95.93
ῥαντίζω,4,0.0,95.93
ἀπόκειμαι,4,0.0,95.93
περιαιρέω,4,0.0,95.94
εἴσοδος,4,0.0,95.94
λούω,4,0.0,95.94
ὀνειδισμός,4,0.0,95.94
ὑποστέλλω,4,0.0,95.95
Ἄβελ,4,0.0,95.95
ἄστρον,4,0.0,95.95
ἀνακάμπτω,4,0.0,95.96
ὀστέον,4,0.0,95.96
κυκλόω,4,0.0,95.96
περιέρχομαι,4,0.0,95.97
πικρία,4,0.0,95.97
μιαίνω,4,0.0,95.97
ἦχος,4,0.0,95.98
ἀπογράφω,4,0.0,95.98
ἐρύω,4,0.0,95.98
κάλυμμα,4,0.0,95.98
καταλλαγή,4,0.0,95.99
στενοχωρία,4,0.0,95.99
μάχη,4,0.0,95.99
περισσεία,4,0.0,96.0
ἔνδειξις,4,0.0,96.0
ὑποταγή,4,0.0,96.0
αἰχμαλωτίζω,4,0.0,96.01
κανών,4,0.0,96.01
Ἑβραῖος,4,0.0,96.01
φρουρέω,4,0.0,96.01
ὀπτασία,4,0.0,96.02
ταπείνωσις,4,0.0,96.02
ἄνθος,4,0.0,96.02
ἀκροατής,4,0.0,96.03
παρακύπτω,4,0.0,96.03
θρησκεία,4,0.0,96.03
προσωποληψία,4,0.0,96.04
πταίω,4,0.0,96.04
κατακαυχάομαι,4,0.0,96.04
ὑποδέχομαι,4,0.0,96.04
σκληρός,4,0.0,96.05
ἑρπετόν,4,0.0,96.05
πικρός,4,0.0,96.05
ἡδονή,4,0.0,96.06
μάχομαι,4,0.0,96.06
ἀντιτάσσω,4,0.0,96.06
ὑπερήφανος,4,0.0,96.07
καταλαλέω,4,0.0,96.07
Φίλιπποι,4,0.0,96.07
ἀποβαίνω,4,0.0,96.07
κάμπτω,4,0.0,96.08
σκολιός,4,0.0,96.08
ζημία,4,0.0,96.08
εἴπως,4,0.0,96.09
σεμνός,4,0.0,96.09
δόμα,4,0.0,96.09
ἀπόκρισις,4,0.0,96.1
ἀμνός,4,0.0,96.1
Κανά,4,0.0,96.1
ἀντλέω,4,0.0,96.11
ὁμοῦ,4,0.0,96.11
στοά,4,0.0,96.11
ἀνακύπτω,4,0.0,96.11
γείτων,4,0.0,96.12
παροιμία,4,0.0,96.12
παραμυθέομαι,4,0.0,96.12
λάθρῃ,4,0.0,96.13
περιίστημι,4,0.0,96.13
σουδάριον,4,0.0,96.13
πολύτιμος,4,0.0,96.14
ψωμίον,4,0.0,96.14
παράκλητος,4,0.0,96.14
ὑπομιμνῄσκομαι,4,0.0,96.14
κλῆμα,4,0.0,96.15
θρηνέω,4,0.0,96.15
Ἀννᾶς,4,0.0,96.15
κατάγνυμι,4,0.0,96.16
ὀθόνιον,4,0.0,96.16
πάροικος,4,0.0,96.16
σύνδεσμος,4,0.0,96.17
ἄγνοια,4,0.0,96.17
ἀγαθωσύνη,4,0.0,96.17
ἐξαγοράζω,4,0.0,96.17
συμπαραλαμβάνω,4,0.0,96.18
ἐθνικός,4,0.0,96.18
προοράω,4,0.0,96.18
τετρακόσιοι,4,0.0,96.19
συγκλείω,4,0.0,96.19
Σινᾶ,4,0.0,96.19
στεῖρα,4,0.0,96.2
ἐγκόπτω,4,0.0,96.2
κακοῦργος,4,0.0,96.2
ἀσέβεια,4,0.0,96.2
εὐσεβής,4,0.0,96.21
ὠφέλιμος,4,0.0,96.21
μῦθος,4,0.0,96.21
νήφω,4,0.0,96.22
Θεσσαλονικεύς,4,0.0,96.22
ἄτοπος,4,0.0,96.22
ἡσυχία,4,0.0,96.23
ἐπισκοπή,4,0.0,96.23
σώφρων,4,0.0,96.23
Ἀθῆναι,4,0.0,96.24
ἀντέχω,4,0.0,96.24
προγιγνώσκω,4,0.0,96.24
οἰκέτης,4,0.0,96.24
φρόνημα,4,0.0,96.25
ὡραῖος,4,0.0,96.25
ἐπιφαίνω,4,0.0,96.25
πειθαρχέω,4,0.0,96.26
ἐναντίον,4,0.0,96.26
φάτνη,4,0.0,96.26
εὐλαβής,4,0.0,96.27
ὀδυνάω,4,0.0,96.27
γέννημα,4,0.0,96.27
τετραάρχης,4,0.0,96.27
ἀνατρέφω,4,0.0,96.28
καθίημι,4,0.0,96.28
δανείζω,4,0.0,96.28
ὑπολαμβάνω,4,0.0,96.29
συναρπάζω,4,0.0,96.29
διαπορέω,4,0.0,96.29
αὐτοῦ,4,0.0,96.3
βαλλάντιον,4,0.0,96.3
ἀνεκτός,4,0.0,96.3
ταμεῖον,4,0.0,96.3
στρουθίον,4,0.0,96.31
διορύσσω,4,0.0,96.31
ἀντίδικος,4,0.0,96.31
ῥύμη,4,0.0,96.32
ἐνενηκονταεννέα,4,0.0,96.32
μαμωνᾶς,4,0.0,96.32
ἑπτάκις,4,0.0,96.33
ἀποσπάω,4,0.0,96.33
ἐπιφωνέω,4,0.0,96.33
ὁμιλέω,4,0.0,96.33
ὑπερῷον,4,0.0,96.34
προσήλυτος,4,0.0,96.34
δεσμωτήριον,4,0.0,96.34
μετακαλέω,4,0.0,96.35
ἐκτίθημι,4,0.0,96.35
ἐπιβουλή,4,0.0,96.35
κατασείω,4,0.0,96.36
δῆμος,4,0.0,96.36
ἀποπλέω,4,0.0,96.36
μαθητεύω,4,0.0,96.37
ἀσφαλίζω,4,0.0,96.37
καταφέρω,4,0.0,96.37
μετοικεσία,4,0.0,96.37
τρίβος,3,0.0,96.38
κύπτω,3,0.0,96.38
μισθωτός,3,0.0,96.38
σπαράσσω,3,0.0,96.38
θαμβέω,3,0.0,96.39
πάντοθεν,3,0.0,96.39
στέγη,3,0.0,96.39
τελώνιον,3,0.0,96.39
ἀπαίρω,3,0.0,96.39
σπόριμος,3,0.0,96.4
τίλλω,3,0.0,96.4
πώρωσις,3,0.0,96.4
Ἡρωδιανός,3,0.0,96.4
διαρπάζω,3,0.0,96.41
μόδιος,3,0.0,96.41
ἀπόκρυφος,3,0.0,96.41
κῦμα,3,0.0,96.41
πρύμνα,3,0.0,96.41
κοπάζω,3,0.0,96.42
γαλήνη,3,0.0,96.42
δειλός,3,0.0,96.42
Γερασηνός,3,0.0,96.42
πέδη,3,0.0,96.43
ὁρκίζω,3,0.0,96.43
κρημνός,3,0.0,96.43
πνίγω,3,0.0,96.43
Δεκάπολις,3,0.0,96.44
ῥύσις,3,0.0,96.44
παρακούω,3,0.0,96.44
συνακολουθέω,3,0.0,96.44
καταγελάω,3,0.0,96.44
Ἰωσῆς,3,0.0,96.45
ὑποδέω,3,0.0,96.45
ἐνέχω,3,0.0,96.45
συντηρέω,3,0.0,96.45
μεγιστάν,3,0.0,96.46
εὐκαιρέω,3,0.0,96.46
Γεννησαρέτ,3,0.0,96.46
περιφέρω,3,0.0,96.46
βαπτισμός,3,0.0,96.46
ἔνταλμα,3,0.0,96.47
ἀκυρόω,3,0.0,96.47
μοιχεία,3,0.0,96.47
λανθάνω,3,0.0,96.47
πτύω,3,0.0,96.48
ἄλαλος,3,0.0,96.48
διαβλέπω,3,0.0,96.48
προστρέχω,3,0.0,96.48
ἄσβεστος,3,0.0,96.49
ἀρτύω,3,0.0,96.49
ἀποστάσιον,3,0.0,96.49
σκληροκαρδία,3,0.0,96.49
ῥαφίς,3,0.0,96.49
κατακυριεύω,3,0.0,96.5
καταστρέφω,3,0.0,96.5
κολλυβιστής,3,0.0,96.5
καθέδρα,3,0.0,96.5
ὀρύσσω,3,0.0,96.51
ἐξανίστημι,3,0.0,96.51
ὁλοκαύτωμα,3,0.0,96.51
λεπτός,3,0.0,96.51
θροέω,3,0.0,96.51
ἐρήμωσις,3,0.0,96.52
φέγγος,3,0.0,96.52
θέρος,3,0.0,96.52
ἀγρυπνέω,3,0.0,96.52
πολυτελής,3,0.0,96.53
προλαμβάνω,3,0.0,96.53
μνημόσυνον,3,0.0,96.53
κατάλυμα,3,0.0,96.53
συναποθνῄσκω,3,0.0,96.54
ἀδημονέω,3,0.0,96.54
ἀββᾶ,3,0.0,96.54
πρόθυμος,3,0.0,96.54
ἀχειροποίητος,3,0.0,96.54
καταμαρτυρέω,3,0.0,96.55
περικαλύπτω,3,0.0,96.55
ῥάπισμα,3,0.0,96.55
πλέκω,3,0.0,96.55
ἀγγαρεύω,3,0.0,96.56
Γολγοθά,3,0.0,96.56
σπόγγος,3,0.0,96.56
ἐκπνέω,3,0.0,96.56
κεντυρίων,3,0.0,96.56
κατατίθημι,3,0.0,96.57
διαγίγνομαι,3,0.0,96.57
ἀποκυλίω,3,0.0,96.57
μορφή,3,0.0,96.57
ἄλφα,3,0.0,96.58
ω,3,0.0,96.58
Σάρδεις,3,0.0,96.58
μαστός,3,0.0,96.58
δίστομος,3,0.0,96.58
ὄψις,3,0.0,96.59
ψευδής,3,0.0,96.59
παράδεισος,3,0.0,96.59
πτωχεία,3,0.0,96.59
ψῆφος,3,0.0,96.6
μολύνω,3,0.0,96.6
ζεστός,3,0.0,96.6
γυμνότης,3,0.0,96.6
κυκλόθεν,3,0.0,96.61
ὑάλινος,3,0.0,96.61
μέλας,3,0.0,96.61
Νεφθαλίμ,3,0.0,96.61
Μανασσῆς,3,0.0,96.61
Ζαβουλών,3,0.0,96.62
ἀριθμέω,3,0.0,96.62
πλύνω,3,0.0,96.62
μεσουράνημα,3,0.0,96.62
σκοτόω,3,0.0,96.63
ἀργύρεος,3,0.0,96.63
λίθινος,3,0.0,96.63
φαρμακεία,3,0.0,96.63
ὁσάκις,3,0.0,96.63
ὠδίνω,3,0.0,96.64
διάδημα,3,0.0,96.64
αἰχμαλωσία,3,0.0,96.64
κεράννυμι,3,0.0,96.64
ἀπαρτί,3,0.0,96.65
τρυγάω,3,0.0,96.65
σταφυλή,3,0.0,96.65
ἕλκος,3,0.0,96.65
ὄρνεον,3,0.0,96.66
συγκοινωνέω,3,0.0,96.66
ἀδίκημα,3,0.0,96.66
γόμος,3,0.0,96.66
ναύτης,3,0.0,96.66
τέχνη,3,0.0,96.67
μῆκος,3,0.0,96.67
ἑνδέκατος,3,0.0,96.67
θεραπεία,3,0.0,96.67
πλουτίζω,3,0.0,96.68
Στεφανᾶς,3,0.0,96.68
εὐγενής,3,0.0,96.68
διδακτός,3,0.0,96.68
συγκρίνω,3,0.0,96.68
θέατρον,3,0.0,96.69
παιδαγωγός,3,0.0,96.69
μυρίος,3,0.0,96.69
εἰλικρίνεια,3,0.0,96.69
συναναμείγνυμι,3,0.0,96.7
κριτήριον,3,0.0,96.7
βιωτικός,3,0.0,96.7
ὀφειλή,3,0.0,96.7
τήρησις,3,0.0,96.71
ἑδραῖος,3,0.0,96.71
συνήθεια,3,0.0,96.71
ἀλοάω,3,0.0,96.71
ἀροτριάω,3,0.0,96.71
ἄδηλος,3,0.0,96.72
νουθεσία,3,0.0,96.72
ὑποφέρω,3,0.0,96.72
εἰδωλολατρία,3,0.0,96.72
ἀπρόσκοπος,3,0.0,96.73
ξυράω,3,0.0,96.73
κατακαλύπτω,3,0.0,96.73
ἄφωνος,3,0.0,96.73
διαίρεσις,3,0.0,96.73
ἴαμα,3,0.0,96.74
διάκρισις,3,0.0,96.74
ὅμως,3,0.0,96.74
διαστολή,3,0.0,96.74
αὐλέω,3,0.0,96.75
δῆλος,3,0.0,96.75
ὄφελος,3,0.0,96.75
ἀθανασία,3,0.0,96.75
πεντηκοστή,3,0.0,96.75
ἐνεργής,3,0.0,96.76
ἄφοβος,3,0.0,96.76
Πρίσκα,3,0.0,96.76
παρακοή,3,0.0,96.76
μισθαποδοσία,3,0.0,96.77
ἐλασσόω,3,0.0,96.77
στεφανόω,3,0.0,96.77
ἀπαλλάσσω,3,0.0,96.77
καίτοι,3,0.0,96.78
λόγιον,3,0.0,96.78
στερεός,3,0.0,96.78
γυμνάζω,3,0.0,96.78
εὔθετος,3,0.0,96.78
ἀντιλογία,3,0.0,96.79
ἱερωσύνη,3,0.0,96.79
μετάθεσις,3,0.0,96.79
πρόδηλος,3,0.0,96.79
ἀμίαντος,3,0.0,96.8
πλάξ,3,0.0,96.8
ὑπεράνω,3,0.0,96.8
λύτρωσις,3,0.0,96.8
σποδός,3,0.0,96.8
σχεδόν,3,0.0,96.81
λειτουργέω,3,0.0,96.81
φοβερός,3,0.0,96.81
πρότερος,3,0.0,96.81
ἁρπαγή,3,0.0,96.82
συγκληρόνομος,3,0.0,96.82
Σάρρα,3,0.0,96.82
νεκρόω,3,0.0,96.82
παρεπίδημος,3,0.0,96.83
ὀρέγω,3,0.0,96.83
Ἠσαῦ,3,0.0,96.83
αἱρέω,3,0.0,96.83
θιγγάνω,3,0.0,96.83
διαβαίνω,3,0.0,96.84
Σαμουήλ,3,0.0,96.84
φράσσω,3,0.0,96.84
ἀνορθόω,3,0.0,96.84
φύω,3,0.0,96.85
ψηλαφάω,3,0.0,96.85
ἔντρομος,3,0.0,96.85
Σιλουανός,3,0.0,96.85
ἀρραβών,3,0.0,96.85
ἐπιβαρέω,3,0.0,96.86
ὑπήκοος,3,0.0,96.86
εὐωδία,3,0.0,96.86
ἐγγράφω,3,0.0,96.86
ἀνάγνωσις,3,0.0,96.87
στενοχωρέω,3,0.0,96.87
ἐκδημέω,3,0.0,96.87
ἐνδημέω,3,0.0,96.87
φιλοτιμέομαι,3,0.0,96.88
πλάνος,3,0.0,96.88
πλατύνω,3,0.0,96.88
ἁγιωσύνη,3,0.0,96.88
συζάω,3,0.0,96.88
καθό,3,0.0,96.89
ἰσότης,3,0.0,96.89
προνοέω,3,0.0,96.89
δυνατέω,3,0.0,96.89
ἐπιχορηγέω,3,0.0,96.9
στρατιά,3,0.0,96.9
καθαίρεσις,3,0.0,96.9
αἰσχύνω,3,0.0,96.9
καταναρκάω,3,0.0,96.9
κλίμα,3,0.0,96.91
μόχθος,3,0.0,96.91
ψῦχος,3,0.0,96.91
παρεκτός,3,0.0,96.91
ὑπεραίρω,3,0.0,96.92
ὕβρις,3,0.0,96.92
ἴχνος,3,0.0,96.92
διασπορά,3,0.0,96.92
περιπίπτω,3,0.0,96.92
ἁπλόος,3,0.0,96.93
καύσων,3,0.0,96.93
βραδύς,3,0.0,96.93
ἀπατάω,3,0.0,96.93
ἄσπιλος,3,0.0,96.94
ἐπιβλέπω,3,0.0,96.94
ἡλίκος,3,0.0,96.94
ἰός,3,0.0,96.94
σφαγή,3,0.0,96.95
οἰκτίρμων,3,0.0,96.95
κακοπαθέω,3,0.0,96.95
εὐθυμέω,3,0.0,96.95
εὐχή,3,0.0,96.95
προκοπή,3,0.0,96.96
κέρδος,3,0.0,96.96
γογγυσμός,3,0.0,96.96
ἀκέραιος,3,0.0,96.96
ὀκνηρός,3,0.0,96.97
ἀνήκω,3,0.0,96.97
πρεσβύτης,3,0.0,96.97
εὔχρηστος,3,0.0,96.97
Ἐπαφρᾶς,3,0.0,96.97
συναιχμάλωτος,3,0.0,96.98
Δημᾶς,3,0.0,96.98
Λουκᾶς,3,0.0,96.98
Λευίτης,3,0.0,96.98
ὑδρία,3,0.0,96.99
ἀρχιτρίκλινος,3,0.0,96.99
ἀνατρέπω,3,0.0,96.99
βαθύς,3,0.0,96.99
ἅλλομαι,3,0.0,97.0
λαλιά,3,0.0,97.0
